filename,timestamp,value,label
UPS,2015-02-27T02:07:53+0000,5,0
UPS,2015-02-27T02:12:53+0000,2,0
UPS,2015-02-27T02:17:53+0000,1,0
UPS,2015-02-27T02:22:53+0000,2,0
UPS,2015-02-27T02:27:53+0000,2,0
UPS,2015-02-27T02:32:53+0000,3,0
UPS,2015-02-27T02:37:53+0000,4,0
UPS,2015-02-27T02:42:53+0000,4,0
UPS,2015-02-27T02:47:53+0000,2,0
UPS,2015-02-27T02:52:53+0000,5,0
UPS,2015-02-27T02:57:53+0000,3,0
UPS,2015-02-27T03:02:53+0000,3,0
UPS,2015-02-27T03:07:53+0000,1,0
UPS,2015-02-27T03:12:53+0000,3,0
UPS,2015-02-27T03:17:53+0000,4,0
UPS,2015-02-27T03:22:53+0000,2,0
UPS,2015-02-27T03:27:53+0000,3,0
UPS,2015-02-27T03:32:53+0000,2,0
UPS,2015-02-27T03:37:53+0000,0,0
UPS,2015-02-27T03:42:53+0000,3,0
UPS,2015-02-27T03:47:53+0000,2,0
UPS,2015-02-27T03:52:53+0000,5,0
UPS,2015-02-27T03:57:53+0000,2,0
UPS,2015-02-27T04:02:53+0000,1,0
UPS,2015-02-27T04:07:53+0000,0,0
UPS,2015-02-27T04:12:53+0000,0,0
UPS,2015-02-27T04:17:53+0000,0,0
UPS,2015-02-27T04:22:53+0000,1,0
UPS,2015-02-27T04:27:53+0000,0,0
UPS,2015-02-27T04:32:53+0000,1,0
UPS,2015-02-27T04:37:53+0000,4,0
UPS,2015-02-27T04:42:53+0000,1,0
UPS,2015-02-27T04:47:53+0000,0,0
UPS,2015-02-27T04:52:53+0000,0,0
UPS,2015-02-27T04:57:53+0000,0,0
UPS,2015-02-27T05:02:53+0000,1,0
UPS,2015-02-27T05:07:53+0000,0,0
UPS,2015-02-27T05:12:53+0000,1,0
UPS,2015-02-27T05:17:53+0000,5,0
UPS,2015-02-27T05:22:53+0000,2,0
UPS,2015-02-27T05:27:53+0000,1,0
UPS,2015-02-27T05:32:53+0000,2,0
UPS,2015-02-27T05:37:53+0000,2,0
UPS,2015-02-27T05:42:53+0000,0,0
UPS,2015-02-27T05:47:53+0000,0,0
UPS,2015-02-27T05:52:53+0000,0,0
UPS,2015-02-27T05:57:53+0000,1,0
UPS,2015-02-27T06:02:53+0000,0,0
UPS,2015-02-27T06:07:53+0000,0,0
UPS,2015-02-27T06:12:53+0000,3,0
UPS,2015-02-27T06:17:53+0000,2,0
UPS,2015-02-27T06:22:53+0000,1,0
UPS,2015-02-27T06:27:53+0000,1,0
UPS,2015-02-27T06:32:53+0000,0,0
UPS,2015-02-27T06:37:53+0000,5,0
UPS,2015-02-27T06:42:53+0000,0,0
UPS,2015-02-27T06:47:53+0000,1,0
UPS,2015-02-27T06:52:53+0000,0,0
UPS,2015-02-27T06:57:53+0000,0,0
UPS,2015-02-27T07:02:53+0000,1,0
UPS,2015-02-27T07:07:53+0000,0,0
UPS,2015-02-27T07:12:53+0000,1,0
UPS,2015-02-27T07:17:53+0000,0,0
UPS,2015-02-27T07:22:53+0000,0,0
UPS,2015-02-27T07:27:53+0000,1,0
UPS,2015-02-27T07:32:53+0000,0,0
UPS,2015-02-27T07:37:53+0000,0,0
UPS,2015-02-27T07:42:53+0000,1,0
UPS,2015-02-27T07:47:53+0000,1,0
UPS,2015-02-27T07:52:53+0000,1,0
UPS,2015-02-27T07:57:53+0000,4,0
UPS,2015-02-27T08:02:53+0000,4,0
UPS,2015-02-27T08:07:53+0000,1,0
UPS,2015-02-27T08:12:53+0000,1,0
UPS,2015-02-27T08:17:53+0000,0,0
UPS,2015-02-27T08:22:53+0000,1,0
UPS,2015-02-27T08:27:53+0000,2,0
UPS,2015-02-27T08:32:53+0000,1,0
UPS,2015-02-27T08:37:53+0000,2,0
UPS,2015-02-27T08:42:53+0000,2,0
UPS,2015-02-27T08:47:53+0000,0,0
UPS,2015-02-27T08:52:53+0000,0,0
UPS,2015-02-27T08:57:53+0000,1,0
UPS,2015-02-27T09:02:53+0000,2,0
UPS,2015-02-27T09:07:53+0000,0,0
UPS,2015-02-27T09:12:53+0000,3,0
UPS,2015-02-27T09:17:53+0000,0,0
UPS,2015-02-27T09:22:53+0000,1,0
UPS,2015-02-27T09:27:53+0000,0,0
UPS,2015-02-27T09:32:53+0000,0,0
UPS,2015-02-27T09:37:53+0000,0,0
UPS,2015-02-27T09:42:53+0000,0,0
UPS,2015-02-27T09:47:53+0000,1,0
UPS,2015-02-27T09:52:53+0000,0,0
UPS,2015-02-27T09:57:53+0000,1,0
UPS,2015-02-27T10:02:53+0000,1,0
UPS,2015-02-27T10:07:53+0000,0,0
UPS,2015-02-27T10:12:53+0000,0,0
UPS,2015-02-27T10:17:53+0000,2,0
UPS,2015-02-27T10:22:53+0000,0,0
UPS,2015-02-27T10:27:53+0000,1,0
UPS,2015-02-27T10:32:53+0000,1,0
UPS,2015-02-27T10:37:53+0000,0,0
UPS,2015-02-27T10:42:53+0000,2,0
UPS,2015-02-27T10:47:53+0000,0,0
UPS,2015-02-27T10:52:53+0000,2,0
UPS,2015-02-27T10:57:53+0000,1,0
UPS,2015-02-27T11:02:53+0000,0,0
UPS,2015-02-27T11:07:53+0000,1,0
UPS,2015-02-27T11:12:53+0000,0,0
UPS,2015-02-27T11:17:53+0000,0,0
UPS,2015-02-27T11:22:53+0000,0,0
UPS,2015-02-27T11:27:53+0000,0,0
UPS,2015-02-27T11:32:53+0000,2,0
UPS,2015-02-27T11:37:53+0000,1,0
UPS,2015-02-27T11:42:53+0000,1,0
UPS,2015-02-27T11:47:53+0000,3,0
UPS,2015-02-27T11:52:53+0000,0,0
UPS,2015-02-27T11:57:53+0000,1,0
UPS,2015-02-27T12:02:53+0000,0,0
UPS,2015-02-27T12:07:53+0000,1,0
UPS,2015-02-27T12:12:53+0000,0,0
UPS,2015-02-27T12:17:53+0000,11,0
UPS,2015-02-27T12:22:53+0000,0,0
UPS,2015-02-27T12:27:53+0000,0,0
UPS,2015-02-27T12:32:53+0000,0,0
UPS,2015-02-27T12:37:53+0000,0,0
UPS,2015-02-27T12:42:53+0000,1,0
UPS,2015-02-27T12:47:53+0000,1,0
UPS,2015-02-27T12:52:53+0000,4,0
UPS,2015-02-27T12:57:53+0000,1,0
UPS,2015-02-27T13:02:53+0000,0,0
UPS,2015-02-27T13:07:53+0000,1,0
UPS,2015-02-27T13:12:53+0000,1,0
UPS,2015-02-27T13:17:53+0000,2,0
UPS,2015-02-27T13:22:53+0000,2,0
UPS,2015-02-27T13:27:53+0000,1,0
UPS,2015-02-27T13:32:53+0000,3,0
UPS,2015-02-27T13:37:53+0000,1,0
UPS,2015-02-27T13:42:53+0000,1,0
UPS,2015-02-27T13:47:53+0000,1,0
UPS,2015-02-27T13:52:53+0000,3,0
UPS,2015-02-27T13:57:53+0000,1,0
UPS,2015-02-27T14:02:53+0000,0,0
UPS,2015-02-27T14:07:53+0000,2,0
UPS,2015-02-27T14:12:53+0000,4,0
UPS,2015-02-27T14:17:53+0000,0,0
UPS,2015-02-27T14:22:53+0000,11,0
UPS,2015-02-27T14:27:53+0000,7,0
UPS,2015-02-27T14:32:53+0000,3,0
UPS,2015-02-27T14:37:53+0000,3,0
UPS,2015-02-27T14:42:53+0000,6,0
UPS,2015-02-27T14:47:53+0000,3,0
UPS,2015-02-27T14:52:53+0000,3,0
UPS,2015-02-27T14:57:53+0000,2,0
UPS,2015-02-27T15:02:53+0000,4,0
UPS,2015-02-27T15:07:53+0000,2,0
UPS,2015-02-27T15:12:53+0000,2,0
UPS,2015-02-27T15:17:53+0000,3,0
UPS,2015-02-27T15:22:53+0000,2,0
UPS,2015-02-27T15:27:53+0000,1,0
UPS,2015-02-27T15:32:53+0000,2,0
UPS,2015-02-27T15:37:53+0000,0,0
UPS,2015-02-27T15:42:53+0000,6,0
UPS,2015-02-27T15:47:53+0000,1,0
UPS,2015-02-27T15:52:53+0000,2,0
UPS,2015-02-27T15:57:53+0000,3,0
UPS,2015-02-27T16:02:53+0000,1,0
UPS,2015-02-27T16:07:53+0000,3,0
UPS,2015-02-27T16:12:53+0000,1,0
UPS,2015-02-27T16:17:53+0000,4,0
UPS,2015-02-27T16:22:53+0000,5,0
UPS,2015-02-27T16:27:53+0000,8,0
UPS,2015-02-27T16:32:53+0000,8,0
UPS,2015-02-27T16:37:53+0000,0,0
UPS,2015-02-27T16:42:53+0000,4,0
UPS,2015-02-27T16:47:53+0000,3,0
UPS,2015-02-27T16:52:53+0000,3,0
UPS,2015-02-27T16:57:53+0000,11,0
UPS,2015-02-27T17:02:53+0000,7,0
UPS,2015-02-27T17:07:53+0000,11,0
UPS,2015-02-27T17:12:53+0000,5,0
UPS,2015-02-27T17:17:53+0000,4,0
UPS,2015-02-27T17:22:53+0000,3,0
UPS,2015-02-27T17:27:53+0000,9,0
UPS,2015-02-27T17:32:53+0000,5,0
UPS,2015-02-27T17:37:53+0000,4,0
UPS,2015-02-27T17:42:53+0000,4,0
UPS,2015-02-27T17:47:53+0000,5,0
UPS,2015-02-27T17:52:53+0000,4,0
UPS,2015-02-27T17:57:53+0000,2,0
UPS,2015-02-27T18:02:53+0000,5,0
UPS,2015-02-27T18:07:53+0000,3,0
UPS,2015-02-27T18:12:53+0000,5,0
UPS,2015-02-27T18:17:53+0000,6,0
UPS,2015-02-27T18:22:53+0000,5,0
UPS,2015-02-27T18:27:53+0000,5,0
UPS,2015-02-27T18:32:53+0000,1,0
UPS,2015-02-27T18:37:53+0000,3,0
UPS,2015-02-27T18:42:53+0000,4,0
UPS,2015-02-27T18:47:53+0000,3,0
UPS,2015-02-27T18:52:53+0000,3,0
UPS,2015-02-27T18:57:53+0000,4,0
UPS,2015-02-27T19:02:53+0000,4,0
UPS,2015-02-27T19:07:53+0000,4,0
UPS,2015-02-27T19:12:53+0000,1,0
UPS,2015-02-27T19:17:53+0000,8,0
UPS,2015-02-27T19:22:53+0000,1,0
UPS,2015-02-27T19:27:53+0000,4,0
UPS,2015-02-27T19:32:53+0000,3,0
UPS,2015-02-27T19:37:53+0000,5,0
UPS,2015-02-27T19:42:53+0000,5,0
UPS,2015-02-27T19:47:53+0000,2,0
UPS,2015-02-27T19:52:53+0000,5,0
UPS,2015-02-27T19:57:53+0000,6,0
UPS,2015-02-27T20:02:53+0000,1,0
UPS,2015-02-27T20:07:53+0000,7,0
UPS,2015-02-27T20:12:53+0000,4,0
UPS,2015-02-27T20:17:53+0000,3,0
UPS,2015-02-27T20:22:53+0000,4,0
UPS,2015-02-27T20:27:53+0000,5,0
UPS,2015-02-27T20:32:53+0000,6,0
UPS,2015-02-27T20:37:53+0000,7,0
UPS,2015-02-27T20:42:53+0000,4,0
UPS,2015-02-27T20:47:53+0000,1,0
UPS,2015-02-27T20:52:53+0000,0,0
UPS,2015-02-27T20:57:53+0000,2,0
UPS,2015-02-27T21:02:53+0000,4,0
UPS,2015-02-27T21:07:53+0000,0,0
UPS,2015-02-27T21:12:53+0000,2,0
UPS,2015-02-27T21:17:53+0000,4,0
UPS,2015-02-27T21:22:53+0000,3,0
UPS,2015-02-27T21:27:53+0000,9,0
UPS,2015-02-27T21:32:53+0000,1,0
UPS,2015-02-27T21:37:53+0000,9,0
UPS,2015-02-27T21:42:53+0000,1,0
UPS,2015-02-27T21:47:53+0000,2,0
UPS,2015-02-27T21:52:53+0000,3,0
UPS,2015-02-27T21:57:53+0000,3,0
UPS,2015-02-27T22:02:53+0000,4,0
UPS,2015-02-27T22:07:53+0000,8,0
UPS,2015-02-27T22:12:53+0000,7,0
UPS,2015-02-27T22:17:53+0000,6,0
UPS,2015-02-27T22:22:53+0000,6,0
UPS,2015-02-27T22:27:53+0000,6,0
UPS,2015-02-27T22:32:53+0000,5,0
UPS,2015-02-27T22:37:53+0000,2,0
UPS,2015-02-27T22:42:53+0000,2,0
UPS,2015-02-27T22:47:53+0000,1,0
UPS,2015-02-27T22:52:53+0000,5,0
UPS,2015-02-27T22:57:53+0000,13,0
UPS,2015-02-27T23:02:53+0000,4,0
UPS,2015-02-27T23:07:53+0000,1,0
UPS,2015-02-27T23:12:53+0000,5,0
UPS,2015-02-27T23:17:53+0000,8,0
UPS,2015-02-27T23:22:53+0000,3,0
UPS,2015-02-27T23:27:53+0000,0,0
UPS,2015-02-27T23:32:53+0000,4,0
UPS,2015-02-27T23:37:53+0000,3,0
UPS,2015-02-27T23:42:53+0000,3,0
UPS,2015-02-27T23:47:53+0000,3,0
UPS,2015-02-27T23:52:53+0000,4,0
UPS,2015-02-27T23:57:53+0000,2,0
UPS,2015-02-28T00:02:53+0000,4,0
UPS,2015-02-28T00:07:53+0000,2,0
UPS,2015-02-28T00:12:53+0000,5,0
UPS,2015-02-28T00:17:53+0000,4,0
UPS,2015-02-28T00:22:53+0000,1,0
UPS,2015-02-28T00:27:53+0000,3,0
UPS,2015-02-28T00:32:53+0000,2,0
UPS,2015-02-28T00:37:53+0000,0,0
UPS,2015-02-28T00:42:53+0000,1,0
UPS,2015-02-28T00:47:53+0000,1,0
UPS,2015-02-28T00:52:53+0000,3,0
UPS,2015-02-28T00:57:53+0000,2,0
UPS,2015-02-28T01:02:53+0000,8,0
UPS,2015-02-28T01:07:53+0000,5,0
UPS,2015-02-28T01:12:53+0000,3,0
UPS,2015-02-28T01:17:53+0000,6,0
UPS,2015-02-28T01:22:53+0000,8,0
UPS,2015-02-28T01:27:53+0000,1,0
UPS,2015-02-28T01:32:53+0000,2,0
UPS,2015-02-28T01:37:53+0000,0,0
UPS,2015-02-28T01:42:53+0000,4,0
UPS,2015-02-28T01:47:53+0000,2,0
UPS,2015-02-28T01:52:53+0000,1,0
UPS,2015-02-28T01:57:53+0000,1,0
UPS,2015-02-28T02:02:53+0000,6,0
UPS,2015-02-28T02:07:53+0000,3,0
UPS,2015-02-28T02:12:53+0000,4,0
UPS,2015-02-28T02:17:53+0000,1,0
UPS,2015-02-28T02:22:53+0000,4,0
UPS,2015-02-28T02:27:53+0000,3,0
UPS,2015-02-28T02:32:53+0000,1,0
UPS,2015-02-28T02:37:53+0000,2,0
UPS,2015-02-28T02:42:53+0000,5,0
UPS,2015-02-28T02:47:53+0000,3,0
UPS,2015-02-28T02:52:53+0000,1,0
UPS,2015-02-28T02:57:53+0000,0,0
UPS,2015-02-28T03:02:53+0000,2,0
UPS,2015-02-28T03:07:53+0000,3,0
UPS,2015-02-28T03:12:53+0000,5,0
UPS,2015-02-28T03:17:53+0000,1,0
UPS,2015-02-28T03:22:53+0000,1,0
UPS,2015-02-28T03:27:53+0000,2,0
UPS,2015-02-28T03:32:53+0000,3,0
UPS,2015-02-28T03:37:53+0000,4,0
UPS,2015-02-28T03:42:53+0000,2,0
UPS,2015-02-28T03:47:53+0000,3,0
UPS,2015-02-28T03:52:53+0000,2,0
UPS,2015-02-28T03:57:53+0000,5,0
UPS,2015-02-28T04:02:53+0000,0,0
UPS,2015-02-28T04:07:53+0000,0,0
UPS,2015-02-28T04:12:53+0000,3,0
UPS,2015-02-28T04:17:53+0000,2,0
UPS,2015-02-28T04:22:53+0000,2,0
UPS,2015-02-28T04:27:53+0000,1,0
UPS,2015-02-28T04:32:53+0000,0,0
UPS,2015-02-28T04:37:53+0000,0,0
UPS,2015-02-28T04:42:53+0000,0,0
UPS,2015-02-28T04:47:53+0000,1,0
UPS,2015-02-28T04:52:53+0000,0,0
UPS,2015-02-28T04:57:53+0000,2,0
UPS,2015-02-28T05:02:53+0000,1,0
UPS,2015-02-28T05:07:53+0000,0,0
UPS,2015-02-28T05:12:53+0000,0,0
UPS,2015-02-28T05:17:53+0000,0,0
UPS,2015-02-28T05:22:53+0000,0,0
UPS,2015-02-28T05:27:53+0000,0,0
UPS,2015-02-28T05:32:53+0000,0,0
UPS,2015-02-28T05:37:53+0000,0,0
UPS,2015-02-28T05:42:53+0000,2,0
UPS,2015-02-28T05:47:53+0000,1,0
UPS,2015-02-28T05:52:53+0000,0,0
UPS,2015-02-28T05:57:53+0000,0,0
UPS,2015-02-28T06:02:53+0000,1,0
UPS,2015-02-28T06:07:53+0000,1,0
UPS,2015-02-28T06:12:53+0000,4,0
UPS,2015-02-28T06:17:53+0000,0,0
UPS,2015-02-28T06:22:53+0000,1,0
UPS,2015-02-28T06:27:53+0000,1,0
UPS,2015-02-28T06:32:53+0000,2,0
UPS,2015-02-28T06:37:53+0000,2,0
UPS,2015-02-28T06:42:53+0000,1,0
UPS,2015-02-28T06:47:53+0000,0,0
UPS,2015-02-28T06:52:53+0000,0,0
UPS,2015-02-28T06:57:53+0000,2,0
UPS,2015-02-28T07:02:53+0000,1,0
UPS,2015-02-28T07:07:53+0000,0,0
UPS,2015-02-28T07:12:53+0000,0,0
UPS,2015-02-28T07:17:53+0000,1,0
UPS,2015-02-28T07:22:53+0000,0,0
UPS,2015-02-28T07:27:53+0000,2,0
UPS,2015-02-28T07:32:53+0000,0,0
UPS,2015-02-28T07:37:53+0000,0,0
UPS,2015-02-28T07:42:53+0000,0,0
UPS,2015-02-28T07:47:53+0000,0,0
UPS,2015-02-28T07:52:53+0000,0,0
UPS,2015-02-28T07:57:53+0000,0,0
UPS,2015-02-28T08:02:53+0000,0,0
UPS,2015-02-28T08:07:53+0000,0,0
UPS,2015-02-28T08:12:53+0000,1,0
UPS,2015-02-28T08:17:53+0000,0,0
UPS,2015-02-28T08:22:53+0000,0,0
UPS,2015-02-28T08:27:53+0000,0,0
UPS,2015-02-28T08:32:53+0000,0,0
UPS,2015-02-28T08:37:53+0000,2,0
UPS,2015-02-28T08:42:53+0000,0,0
UPS,2015-02-28T08:47:53+0000,0,0
UPS,2015-02-28T08:52:53+0000,1,0
UPS,2015-02-28T08:57:53+0000,0,0
UPS,2015-02-28T09:02:53+0000,2,0
UPS,2015-02-28T09:07:53+0000,0,0
UPS,2015-02-28T09:12:53+0000,0,0
UPS,2015-02-28T09:17:53+0000,1,0
UPS,2015-02-28T09:22:53+0000,0,0
UPS,2015-02-28T09:27:53+0000,0,0
UPS,2015-02-28T09:32:53+0000,0,0
UPS,2015-02-28T09:37:53+0000,0,0
UPS,2015-02-28T09:42:53+0000,0,0
UPS,2015-02-28T09:47:53+0000,1,0
UPS,2015-02-28T09:52:53+0000,0,0
UPS,2015-02-28T09:57:53+0000,0,0
UPS,2015-02-28T10:02:53+0000,1,0
UPS,2015-02-28T10:07:53+0000,0,0
UPS,2015-02-28T10:12:53+0000,0,0
UPS,2015-02-28T10:17:53+0000,0,0
UPS,2015-02-28T10:22:53+0000,1,0
UPS,2015-02-28T10:27:53+0000,0,0
UPS,2015-02-28T10:32:53+0000,0,0
UPS,2015-02-28T10:37:53+0000,1,0
UPS,2015-02-28T10:42:53+0000,1,0
UPS,2015-02-28T10:47:53+0000,0,0
UPS,2015-02-28T10:52:53+0000,0,0
UPS,2015-02-28T10:57:53+0000,0,0
UPS,2015-02-28T11:02:53+0000,0,0
UPS,2015-02-28T11:07:53+0000,0,0
UPS,2015-02-28T11:12:53+0000,0,0
UPS,2015-02-28T11:17:53+0000,0,0
UPS,2015-02-28T11:22:53+0000,0,0
UPS,2015-02-28T11:27:53+0000,0,0
UPS,2015-02-28T11:32:53+0000,0,0
UPS,2015-02-28T11:37:53+0000,2,0
UPS,2015-02-28T11:42:53+0000,0,0
UPS,2015-02-28T11:47:53+0000,1,0
UPS,2015-02-28T11:52:53+0000,1,0
UPS,2015-02-28T11:57:53+0000,0,0
UPS,2015-02-28T12:02:53+0000,0,0
UPS,2015-02-28T12:07:53+0000,0,0
UPS,2015-02-28T12:12:53+0000,0,0
UPS,2015-02-28T12:17:53+0000,1,0
UPS,2015-02-28T12:22:53+0000,0,0
UPS,2015-02-28T12:27:53+0000,0,0
UPS,2015-02-28T12:32:53+0000,1,0
UPS,2015-02-28T12:37:53+0000,0,0
UPS,2015-02-28T12:42:53+0000,0,0
UPS,2015-02-28T12:47:53+0000,1,0
UPS,2015-02-28T12:52:53+0000,2,0
UPS,2015-02-28T12:57:53+0000,2,0
UPS,2015-02-28T13:02:53+0000,1,0
UPS,2015-02-28T13:07:53+0000,0,0
UPS,2015-02-28T13:12:53+0000,2,0
UPS,2015-02-28T13:17:53+0000,0,0
UPS,2015-02-28T13:22:53+0000,0,0
UPS,2015-02-28T13:27:53+0000,1,0
UPS,2015-02-28T13:32:53+0000,1,0
UPS,2015-02-28T13:37:53+0000,3,0
UPS,2015-02-28T13:42:53+0000,0,0
UPS,2015-02-28T13:47:53+0000,2,0
UPS,2015-02-28T13:52:53+0000,0,0
UPS,2015-02-28T13:57:53+0000,0,0
UPS,2015-02-28T14:02:53+0000,1,0
UPS,2015-02-28T14:07:53+0000,2,0
UPS,2015-02-28T14:12:53+0000,2,0
UPS,2015-02-28T14:17:53+0000,1,0
UPS,2015-02-28T14:22:53+0000,2,0
UPS,2015-02-28T14:27:53+0000,0,0
UPS,2015-02-28T14:32:53+0000,2,0
UPS,2015-02-28T14:37:53+0000,2,0
UPS,2015-02-28T14:42:53+0000,2,0
UPS,2015-02-28T14:47:53+0000,0,0
UPS,2015-02-28T14:52:53+0000,0,0
UPS,2015-02-28T14:57:53+0000,2,0
UPS,2015-02-28T15:02:53+0000,0,0
UPS,2015-02-28T15:07:53+0000,1,0
UPS,2015-02-28T15:12:53+0000,0,0
UPS,2015-02-28T15:17:53+0000,1,0
UPS,2015-02-28T15:22:53+0000,2,0
UPS,2015-02-28T15:27:53+0000,2,0
UPS,2015-02-28T15:32:53+0000,5,0
UPS,2015-02-28T15:37:53+0000,0,0
UPS,2015-02-28T15:42:53+0000,4,0
UPS,2015-02-28T15:47:53+0000,5,0
UPS,2015-02-28T15:52:53+0000,0,0
UPS,2015-02-28T15:57:53+0000,0,0
UPS,2015-02-28T16:02:53+0000,2,0
UPS,2015-02-28T16:07:53+0000,3,0
UPS,2015-02-28T16:12:53+0000,0,0
UPS,2015-02-28T16:17:53+0000,1,0
UPS,2015-02-28T16:22:53+0000,0,0
UPS,2015-02-28T16:27:53+0000,0,0
UPS,2015-02-28T16:32:53+0000,1,0
UPS,2015-02-28T16:37:53+0000,1,0
UPS,2015-02-28T16:42:53+0000,1,0
UPS,2015-02-28T16:47:53+0000,1,0
UPS,2015-02-28T16:52:53+0000,3,0
UPS,2015-02-28T16:57:53+0000,13,0
UPS,2015-02-28T17:02:53+0000,10,0
UPS,2015-02-28T17:07:53+0000,5,0
UPS,2015-02-28T17:12:53+0000,5,0
UPS,2015-02-28T17:17:53+0000,4,0
UPS,2015-02-28T17:22:53+0000,6,0
UPS,2015-02-28T17:27:53+0000,3,0
UPS,2015-02-28T17:32:53+0000,0,0
UPS,2015-02-28T17:37:53+0000,3,0
UPS,2015-02-28T17:42:53+0000,2,0
UPS,2015-02-28T17:47:53+0000,4,0
UPS,2015-02-28T17:52:53+0000,4,0
UPS,2015-02-28T17:57:53+0000,1,0
UPS,2015-02-28T18:02:53+0000,3,0
UPS,2015-02-28T18:07:53+0000,5,0
UPS,2015-02-28T18:12:53+0000,4,0
UPS,2015-02-28T18:17:53+0000,0,0
UPS,2015-02-28T18:22:53+0000,1,0
UPS,2015-02-28T18:27:53+0000,1,0
UPS,2015-02-28T18:32:53+0000,2,0
UPS,2015-02-28T18:37:53+0000,0,0
UPS,2015-02-28T18:42:53+0000,6,0
UPS,2015-02-28T18:47:53+0000,4,0
UPS,2015-02-28T18:52:53+0000,0,0
UPS,2015-02-28T18:57:53+0000,1,0
UPS,2015-02-28T19:02:53+0000,2,0
UPS,2015-02-28T19:07:53+0000,3,0
UPS,2015-02-28T19:12:53+0000,0,0
UPS,2015-02-28T19:17:53+0000,3,0
UPS,2015-02-28T19:22:53+0000,1,0
UPS,2015-02-28T19:27:53+0000,5,0
UPS,2015-02-28T19:32:53+0000,4,0
UPS,2015-02-28T19:37:53+0000,2,0
UPS,2015-02-28T19:42:53+0000,2,0
UPS,2015-02-28T19:47:53+0000,1,0
UPS,2015-02-28T19:52:53+0000,1,0
UPS,2015-02-28T19:57:53+0000,0,0
UPS,2015-02-28T20:02:53+0000,0,0
UPS,2015-02-28T20:07:53+0000,3,0
UPS,2015-02-28T20:12:53+0000,3,0
UPS,2015-02-28T20:17:53+0000,3,0
UPS,2015-02-28T20:22:53+0000,1,0
UPS,2015-02-28T20:27:53+0000,3,0
UPS,2015-02-28T20:32:53+0000,4,0
UPS,2015-02-28T20:37:53+0000,3,0
UPS,2015-02-28T20:42:53+0000,0,0
UPS,2015-02-28T20:47:53+0000,1,0
UPS,2015-02-28T20:52:53+0000,1,0
UPS,2015-02-28T20:57:53+0000,3,0
UPS,2015-02-28T21:02:53+0000,2,0
UPS,2015-02-28T21:07:53+0000,4,0
UPS,2015-02-28T21:12:53+0000,2,0
UPS,2015-02-28T21:17:53+0000,1,0
UPS,2015-02-28T21:22:53+0000,1,0
UPS,2015-02-28T21:27:53+0000,2,0
UPS,2015-02-28T21:32:53+0000,2,0
UPS,2015-02-28T21:37:53+0000,1,0
UPS,2015-02-28T21:42:53+0000,7,0
UPS,2015-02-28T21:47:53+0000,2,0
UPS,2015-02-28T21:52:53+0000,3,0
UPS,2015-02-28T21:57:53+0000,2,0
UPS,2015-02-28T22:02:53+0000,1,0
UPS,2015-02-28T22:07:53+0000,2,0
